## First analysis (vellocity, variance, ratio proiles) (nlines: 10)

##zp	U	V	W	uu	vv	ww	uv	uw	vw	ww/vv	vv/uu	ww/uu	
5 	4.752835396867765 	0.00721487544278493 	0.00030182092731951713 	2.89430273408913 	0.4432296325553657 	0.012104670307091838 	0.002534748582826306 	-0.08054744024807792 	0.00022415002459655263 	0.02731015577028188 	0.15313865662185303 	0.004182240566794515 	
20 	12.081436512659543 	0.02311380811031074 	0.0011878645472364337 	6.861842966274083 	1.3096845571232372 	0.2882995289438102 	0.011666480934900011 	-0.6590572794074109 	0.002399082785494207 	0.22012898249107335 	0.19086483960072081 	0.04201488293462859 	
40 	14.538493258143985 	0.02287490190375108 	0.0014967719033854104 	4.565581647233401 	1.4770757429512205 	0.6571791999202294 	0.0030467488787965734 	-0.7894918742670849 	0.0034517307116015555 	0.44491909305014726 	0.3235241108537139 	0.1439420539808897 	
60 	16.2623595653258 	0.014090179449349548 	0.008336418323158954 	2.9196425796706422 	1.3950031653610186 	0.8664198378473037 	0.004348411726044304 	-0.7556123486537691 	-0.0009995655058671628 	0.621088080200219 	0.4777992947062669 	0.296755446670134 	
80 	16.75426173403783 	0.0137178779287957 	0.01097651496644235 	2.6046914942469748 	1.315271205118891 	0.8561982901465842 	0.002395066933351555 	-0.7208306055849072 	-0.002064216018227079 	0.6509671061104011 	0.5049623757838317 	0.3287138964586338 	
98 	17.89384097281644 	0.022662853528931163 	0.007166214224824794 	2.032588521819589 	1.0731707882737267 	0.75382628165032 	0.007956246813631803 	-0.5986560784481864 	0.0007675484328556079 	0.702428998149404 	0.5279823125799293 	0.3708700868661252 	
151 	18.692425603451525 	0.02518377246382152 	0.007197263007588423 	1.6805815543706883 	0.8583975929529774 	0.6474678473331328 	0.020129990802816397 	-0.48611769491177526 	-0.0016087235044684165 	0.7542750033883201 	0.5107741369173919 	0.38526416385403206 	
199 	19.365981898638164 	0.017549908250175467 	0.008196791419452782 	1.3307247646151485 	0.655682294089211 	0.5420487500611931 	0.01197522936859018 	-0.3536325140276412 	-0.0002117511814568433 	0.8266942007548597 	0.4927257022069753 	0.40733348057737245 	
251 	19.860060977809685 	0.0024569190520114218 	0.004259100818535494 	0.9992400896525746 	0.48952841975393596 	0.45700259078328315 	0.005938435652045128 	-0.22448570148495453 	-0.0010364093230710943 	0.9335568117025727 	0.48990070036535455 	0.45735013588393775 	
302 	20.263271722844664 	-0.006917505123240882 	8.571703736637226e-05 	0.6382498116462646 	0.3708145015458516 	0.3961416373777046 	-0.0008490663344781557 	-0.01052600704012628 	-0.0007113350526758357 	1.0683013628816274 	0.5809864645151938 	0.6206686318573598 	
#######################################
