# y, u-velocity, v-velocity, w-velocity, pressure, vis, vorticity, normal, ko2_tke, ko2_omega
1.519980907440185547e+00 1.060790300369262695e+00 -8.980600551405926169e-13 0.000000000000000000e+00 -3.362322900102299172e-07 5.628617014735937119e-03 2.888614833354949951e-01 4.802249968051910400e-01 5.416157189756631851e-03 9.627835750579833984e-01
1.544669508934020996e+00 1.053375005722045898e+00 -9.334977452493675720e-13 0.000000000000000000e+00 -3.362321763233921956e-07 5.447994451969861984e-03 3.123628199100494385e-01 4.555414319038391113e-01 5.617219489067792892e-03 1.031650304794311523e+00
1.568521142005920410e+00 1.045637607574462891e+00 -9.708482932510587027e-13 0.000000000000000000e+00 -3.362321763233921956e-07 5.264119245111942291e-03 3.371452093124389648e-01 4.316885173320770264e-01 5.816658493131399155e-03 1.105638146400451660e+00
1.591529488563537598e+00 1.037585735321044922e+00 -1.006633036475246268e-12 0.000000000000000000e+00 -3.362317784194601700e-07 5.077373236417770386e-03 3.633519411087036133e-01 4.086831808090209961e-01 6.013402715325355530e-03 1.185117125511169434e+00
1.613692045211791992e+00 1.029235601425170898e+00 -1.044471258614121378e-12 0.000000000000000000e+00 -3.362318068411696004e-07 4.888367839157581329e-03 3.911456465721130371e-01 3.865198791027069092e-01 6.206624209880828857e-03 1.270535469055175781e+00
1.635010004043579102e+00 1.020588159561157227e+00 -1.079011554584730082e-12 0.000000000000000000e+00 -3.362315794674941571e-07 4.697549622505903244e-03 4.207704365253448486e-01 3.652012646198272705e-01 6.395425181835889816e-03 1.362407326698303223e+00
1.655487775802612305e+00 1.011658668518066406e+00 -1.116967846340188864e-12 0.000000000000000000e+00 -3.362314373589470051e-07 4.502783063799142838e-03 4.527894556522369385e-01 3.447195887565612793e-01 6.579153705388307571e-03 1.461372733116149902e+00
1.675132989883422852e+00 1.002440452575683594e+00 -1.147530963481468991e-12 0.000000000000000000e+00 -3.362313805155281443e-07 4.296912346035242081e-03 4.879627525806427002e-01 3.250730633735656738e-01 6.757346447557210922e-03 1.568237423896789551e+00
1.693956136703491211e+00 9.929047226905822754e-01 -1.172409500212190370e-12 0.000000000000000000e+00 -3.362312099852715619e-07 4.084334708750247955e-03 5.264726281166076660e-01 3.062462508678436279e-01 6.929543800652027130e-03 1.683938503265380859e+00
1.711970210075378418e+00 9.830619692802429199e-01 -1.183198504450810873e-12 0.000000000000000000e+00 -3.362310962984338403e-07 3.877389244735240936e-03 5.678163766860961914e-01 2.882282435894012451e-01 7.095098961144685745e-03 1.809334039688110352e+00
1.729190111160278320e+00 9.729157090187072754e-01 -1.183834605865408118e-12 0.000000000000000000e+00 -3.362309826115961187e-07 3.679574467241764069e-03 6.116473674774169922e-01 2.710037827491760254e-01 7.252963259816169739e-03 1.945188522338867188e+00
1.745633006095886230e+00 9.624902009963989258e-01 -1.172292297957344687e-12 0.000000000000000000e+00 -3.362307836596301058e-07 3.490264993160963058e-03 6.581020951271057129e-01 2.545556724071502686e-01 7.402332033962011337e-03 2.092351675033569336e+00
1.761317610740661621e+00 9.517935514450073242e-01 -1.149527196521449302e-12 0.000000000000000000e+00 -3.362306415510829538e-07 3.307461505755782127e-03 7.076429724693298340e-01 2.388677299022674561e-01 7.542602717876434326e-03 2.251951694488525391e+00
1.776264071464538574e+00 9.408295154571533203e-01 -1.137396166833726241e-12 0.000000000000000000e+00 -3.362306415510829538e-07 3.129363525658845901e-03 7.609090805053710938e-01 2.239151149988174438e-01 7.673288229852914810e-03 2.425348043441772461e+00
1.790493488311767578e+00 9.296110868453979492e-01 -1.176155310297910539e-12 0.000000000000000000e+00 -3.362306699727923842e-07 2.954736584797501564e-03 8.186296820640563965e-01 2.096797078847885132e-01 7.794268894940614700e-03 2.614235639572143555e+00
1.804028391838073730e+00 9.180204868316650391e-01 -1.804152422076044093e-12 0.000000000000000000e+00 -3.362291352004831424e-07 2.781487302854657173e-03 8.816067576408386230e-01 1.943650543689727783e-01 7.905393838882446289e-03 2.820635318756103516e+00
1.816891312599182129e+00 9.063578248023986816e-01 -1.353481562937908222e-12 0.000000000000000000e+00 -3.362304994425358018e-07 2.613923046737909317e-03 9.507026076316833496e-01 1.832705438137054443e-01 8.006571792066097260e-03 3.046952009201049805e+00
1.829105734825134277e+00 8.943033814430236816e-01 -1.396458144432843884e-12 0.000000000000000000e+00 -3.362302720688603586e-07 2.447760431095957756e-03 1.026882290840148926e+00 1.710507571697235107e-01 8.097621612250804901e-03 3.295973539352416992e+00
1.840695500373840332e+00 8.819424510002136230e-01 -1.402955659632332264e-12 0.000000000000000000e+00 -3.362301868037320673e-07 2.284770365804433823e-03 1.111205935478210449e+00 1.594544351100921631e-01 8.178326301276683807e-03 3.570980310440063477e+00
1.851684451103210449e+00 8.692440390586853027e-01 -1.400593942040007089e-12 0.000000000000000000e+00 -3.362300731168943457e-07 2.125343773514032364e-03 1.204935073852539062e+00 1.484600752592086792e-01 8.248415775597095490e-03 3.875790119171142578e+00
1.862096309661865234e+00 8.561848402023315430e-01 -1.405041881452628871e-12 0.000000000000000000e+00 -3.362299310083471937e-07 1.969814300537109375e-03 1.309539198875427246e+00 1.380421221256256104e-01 8.307455107569694519e-03 4.214922428131103516e+00
1.871955037117004395e+00 8.427277207374572754e-01 -1.418693504687262852e-12 0.000000000000000000e+00 -3.362298173215094721e-07 1.818535733036696911e-03 1.426777839660644531e+00 1.281775385141372681e-01 8.354894816875457764e-03 4.593802928924560547e+00
1.881284236907958984e+00 8.288410305976867676e-01 -1.437948067908867422e-12 0.000000000000000000e+00 -3.362296752129623201e-07 1.671791542321443558e-03 1.558768987655639648e+00 1.188426092267036438e-01 8.389950729906558990e-03 5.018811225891113281e+00
1.890107035636901855e+00 8.144684433937072754e-01 -1.460447431392286610e-12 0.000000000000000000e+00 -3.362296752129623201e-07 1.529872533865272999e-03 1.708092689514160156e+00 1.100139468908309937e-01 8.411729708313941956e-03 5.497725009918212891e+00
1.898446321487426758e+00 7.995615005493164062e-01 -1.484508804945605664e-12 0.000000000000000000e+00 -3.362297320563811809e-07 1.393017708323895931e-03 1.877899050712585449e+00 1.016691997647285461e-01 8.418926969170570374e-03 6.039919853210449219e+00
1.906324267387390137e+00 7.840573191642761230e-01 -1.509556368795017534e-12 0.000000000000000000e+00 -3.362298457432189025e-07 1.261440105736255646e-03 2.072060346603393555e+00 9.378572553396224976e-02 8.409982547163963318e-03 6.656860828399658203e+00
1.913762927055358887e+00 7.678692936897277832e-01 -1.534579863356200224e-12 0.000000000000000000e+00 -3.362294762609963072e-07 1.135348458774387836e-03 2.295404911041259766e+00 8.634181320667266846e-02 8.382906205952167511e-03 7.362668991088867188e+00
1.920783281326293945e+00 7.509158253669738770e-01 -1.559022117132713436e-12 0.000000000000000000e+00 -3.362295046827057377e-07 1.014933804981410503e-03 2.553892850875854492e+00 7.931634783744812012e-02 8.335086517035961151e-03 8.174806594848632812e+00
1.927405953407287598e+00 7.330828905105590820e-01 -1.581752740939523783e-12 0.000000000000000000e+00 -3.362296467912528897e-07 9.003875311464071274e-04 2.855037212371826172e+00 7.268840074539184570e-02 8.263134397566318512e-03 9.115228652954101562e+00
1.933650970458984375e+00 7.142387032508850098e-01 -1.601951969514014973e-12 0.000000000000000000e+00 -3.362295615261245985e-07 7.918820483610033989e-04 3.208256721496582031e+00 6.643867492675781250e-02 8.162952028214931488e-03 1.021142005920410156e+01
1.939537405967712402e+00 6.942301988601684570e-01 -1.618196028563279043e-12 0.000000000000000000e+00 -3.362296183695434593e-07 6.896118866279721260e-04 3.625501155853271484e+00 6.054776534438133240e-02 8.028983138501644135e-03 1.149835491180419922e+01
